text,user,created_at,lang,geo
"""RT @jtylerconway: Cost of most expensive iPhone 7: $969\n\nCost of GLOVES during average patient stay in a hospital: $5,141 @CNN https://t.co\u2026""","{""created_at"": ""2011-08-09 03:51:28"", ""profile_background_image_url"": ""http://pbs.twimg.com/profile_background_images/780842671/5a783ed45fac7fc90e7689d3bceeac28.jpeg"", ""geo_enabled"": true, ""protected"": false, ""profile_link_color"": ""2FC2EF"", ""profile_sidebar_fill_color"": ""252429"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/780893188949176321/N0jwbut2_normal.jpg"", ""lang"": ""en"", ""statuses_count"": 2663, ""is_translator"": false, ""followers_count"": 59, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 1393, ""id_str"": ""351295504"", ""profile_use_background_image"": false, ""profile_background_image_url_https"": ""https://pbs.twimg.com/profile_background_images/780842671/5a783ed45fac7fc90e7689d3bceeac28.jpeg"", ""profile_sidebar_border_color"": ""FFFFFF"", ""default_profile_image"": false, ""description"": ""Putting the Stank on it\n#theResistance #RogueRanger"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/351295504/1478854464"", ""listed_count"": 1, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 351295504, ""screen_name"": ""jpetro714"", ""profile_background_color"": ""1A1B1F"", ""friends_count"": 128, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Transitory State of Confusion"", ""profile_text_color"": ""666666"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/780893188949176321/N0jwbut2_normal.jpg"", ""profile_background_tile"": false, ""name"": ""jason m petro""}",2017-03-08 12:00:13,en,{'coordinates': {}}
"""Can you recommend anyone for this #job? Diet Office Clerk - https://t.co/aX2XUR9N0k #Healthcare #Arlington, VA\u2026 https://t.co/TmA74VGMJy""","{""created_at"": ""2016-04-05 20:32:52"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""geo_enabled"": false, ""protected"": false, ""profile_link_color"": ""1B95E0"", ""profile_sidebar_fill_color"": ""000000"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/725009705467174913/muJqqwXN_normal.jpg"", ""lang"": ""en"", ""statuses_count"": 335, ""is_translator"": false, ""followers_count"": 85, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 23], ""display_url"": ""virginiahospitalcenter.com"", ""expanded_url"": ""http://www.virginiahospitalcenter.com/"", ""url"": ""https://t.co/oO69Ctv9Wp""}]}}, ""favourites_count"": 0, ""id_str"": ""717419750813536260"", ""profile_use_background_image"": false, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_sidebar_border_color"": ""000000"", ""default_profile_image"": false, ""description"": ""@VHC_Hospital provides exceptional medical services to the #Washington metropolitan area. We\u2019re #Hiring! Follow us here to learn more about #careers at VHC."", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/717419750813536260/1463577212"", ""listed_count"": 100, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 7.17419750813536e+17, ""screen_name"": ""VHCCareers"", ""profile_background_color"": ""000000"", ""friends_count"": 1, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Arlington, Virginia"", ""profile_text_color"": ""000000"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/725009705467174913/muJqqwXN_normal.jpg"", ""url"": ""https://t.co/oO69Ctv9Wp"", ""profile_background_tile"": false, ""name"": ""VHC Careers""}",2017-03-08 12:00:13,en,{'coordinates': {}}
"""Tres muertos y decenas de heridos por ataque suicida a hospital en Afganist\u00e1n https://t.co/F1AVnMdou5""","{""created_at"": ""2009-02-17 17:45:41"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme9/bg.gif"", ""geo_enabled"": true, ""protected"": false, ""time_zone"": ""Eastern Time (US & Canada)"", ""profile_link_color"": ""2FC2EF"", ""profile_sidebar_fill_color"": ""252429"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/654304343697461249/ZzxmYiTr_normal.png"", ""lang"": ""en"", ""statuses_count"": 152771, ""is_translator"": false, ""followers_count"": 164904, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 23], ""display_url"": ""voanoticias.com"", ""expanded_url"": ""http://www.voanoticias.com"", ""url"": ""https://t.co/tifn0XeOhk""}]}}, ""favourites_count"": 107, ""utc_offset"": -18000, ""id_str"": ""21104432"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme9/bg.gif"", ""profile_sidebar_border_color"": ""181A1E"", ""default_profile_image"": false, ""description"": ""Las noticias e informaci\u00f3n de lo que sucede en Estados Unidos y el mundo. En espa\u00f1ol."", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/21104432/1485969013"", ""listed_count"": 1000, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 21104432, ""screen_name"": ""VOANoticias"", ""profile_background_color"": ""1A1B1F"", ""friends_count"": 481, ""contributors_enabled"": false, ""verified"": true, ""location"": ""Washington, D.C. - EE.UU."", ""profile_text_color"": ""666666"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/654304343697461249/ZzxmYiTr_normal.png"", ""url"": ""https://t.co/tifn0XeOhk"", ""profile_background_tile"": false, ""name"": ""Voz de Am\u00e9rica""}",2017-03-08 12:00:13,es,{'coordinates': {}}
"""Join the St. Tammany Parish Hospital team! See our latest #job opening here: https://t.co/xvWZiQXw4Z #MedEd\u2026 https://t.co/be3fhVJfEi""","{""created_at"": ""2015-10-13 22:39:04"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""geo_enabled"": false, ""protected"": false, ""profile_link_color"": ""ABB8C2"", ""profile_sidebar_fill_color"": ""000000"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/654035329599475712/i0Kv-R28_normal.jpg"", ""lang"": ""en"", ""statuses_count"": 111, ""is_translator"": false, ""followers_count"": 124, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 0, ""id_str"": ""3884365213"", ""profile_use_background_image"": false, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_sidebar_border_color"": ""000000"", ""default_profile_image"": false, ""description"": ""Join the team of professionals delivering world-class healthcare. Follow us for current #jobs at @STPHospital #healthcare"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/3884365213/1444769090"", ""listed_count"": 86, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 3884365213, ""screen_name"": ""STPHCareers"", ""profile_background_color"": ""000000"", ""friends_count"": 452, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Covington, LA 70433"", ""profile_text_color"": ""000000"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/654035329599475712/i0Kv-R28_normal.jpg"", ""profile_background_tile"": false, ""name"": ""St. Tammany Jobs""}",2017-03-08 12:00:12,en,{'coordinates': {}}
"""Scary details emerge of Khabib Nurmagomedov's 4am rush to Las Vegas hospital | https://t.co/PSAcbsLaAB\u2026 https://t.co/pJ8qmNbb7U""","{""created_at"": ""2010-11-15 03:01:05"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme14/bg.gif"", ""geo_enabled"": true, ""protected"": false, ""time_zone"": ""Brasilia"", ""profile_link_color"": ""4A913C"", ""profile_sidebar_fill_color"": ""000000"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/827638090734919680/g7IQG4Md_normal.jpg"", ""lang"": ""pt"", ""statuses_count"": 2575, ""is_translator"": false, ""followers_count"": 110, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 23], ""display_url"": ""marciorr.com"", ""expanded_url"": ""http://www.marciorr.com"", ""url"": ""https://t.co/NSOBk68LDO""}]}}, ""favourites_count"": 1763, ""utc_offset"": -10800, ""id_str"": ""215840528"", ""profile_use_background_image"": false, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme14/bg.gif"", ""profile_sidebar_border_color"": ""000000"", ""default_profile_image"": false, ""description"": ""Engineer, programmer and computer expert. Husband, dad and Disney maniac. YouTuber,  photographer, love cats, dogs,  burgers and video games."", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/215840528/1486159900"", ""listed_count"": 10, ""has_extended_profile"": true, ""translator_type"": ""none"", ""id"": 215840528, ""screen_name"": ""marciorr70"", ""profile_background_color"": ""000000"", ""friends_count"": 88, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Rio de Janeiro - RJ"", ""profile_text_color"": ""000000"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/827638090734919680/g7IQG4Md_normal.jpg"", ""url"": ""https://t.co/NSOBk68LDO"", ""profile_background_tile"": false, ""name"": ""M\u00e1rcio Rocha da Rosa""}",2017-03-08 12:00:12,en,{'coordinates': {}}
"""In\u00edcio das atividades no Hospital do Cora\u00e7\u00e3o do Brasil!""","{""created_at"": ""2009-06-03 05:38:12"", ""profile_background_image_url"": ""http://pbs.twimg.com/profile_background_images/460232170829660161/ODzBDgtd.jpeg"", ""geo_enabled"": false, ""protected"": false, ""time_zone"": ""Brasilia"", ""profile_link_color"": ""0099CC"", ""profile_sidebar_fill_color"": ""F6FFD1"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/589565847917748224/tHc6odNC_normal.jpg"", ""lang"": ""pt"", ""statuses_count"": 2786, ""is_translator"": false, ""followers_count"": 262, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 69, ""utc_offset"": -10800, ""id_str"": ""44283527"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://pbs.twimg.com/profile_background_images/460232170829660161/ODzBDgtd.jpeg"", ""profile_sidebar_border_color"": ""FFFFFF"", ""default_profile_image"": false, ""description"": ""Cardiologista especialista pela Sociedade Brasileira de Cardiologia."", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/44283527/1429398521"", ""listed_count"": 3, ""has_extended_profile"": true, ""translator_type"": ""none"", ""id"": 44283527, ""screen_name"": ""sidneycunha"", ""profile_background_color"": ""FFF04D"", ""friends_count"": 624, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Bras\u00edlia"", ""profile_text_color"": ""333333"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/589565847917748224/tHc6odNC_normal.jpg"", ""profile_background_tile"": false, ""name"": ""Sidney Cunha""}",2017-03-08 12:00:12,pt,{'coordinates': {}}
"""RT @CodeAud: Five out of seven floors of #Kabul military hospital cleared and patients taken to safe place.\nhttps://t.co/imqnUwKWkM""","{""created_at"": ""2015-07-30 06:25:59"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""geo_enabled"": true, ""protected"": false, ""time_zone"": ""Pacific Time (US & Canada)"", ""profile_link_color"": ""1DA1F2"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/836262079778562048/pVrYp9bz_normal.jpg"", ""lang"": ""en"", ""statuses_count"": 3473, ""is_translator"": false, ""followers_count"": 37547, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 12822, ""utc_offset"": -28800, ""id_str"": ""3301187533"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": ""Commentary on ME War, Geopolitical Change & Challenges, Counter-Terrorism, News & Networking, Covering War Zones ,Iraq, Syria, EU & NATO. RT + \u2764 \u2260 Endorsement."", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/3301187533/1485858896"", ""listed_count"": 305, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 3301187533, ""screen_name"": ""CodeAud"", ""profile_background_color"": ""C0DEED"", ""friends_count"": 1679, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Middle East"", ""profile_text_color"": ""333333"", ""default_profile"": true, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/836262079778562048/pVrYp9bz_normal.jpg"", ""profile_background_tile"": false, ""name"": ""A\u00fcd\u2122""}",2017-03-08 12:00:11,en,{'coordinates': {}}
"""Woman airlifted after being hit by lorry. A WOMAN pedestrian has been airlifted to hospital after a... https://t.co/792si0tgAK""","{""created_at"": ""2013-05-11 13:26:34"", ""profile_background_image_url"": ""http://pbs.twimg.com/profile_background_images/378800000067549653/019775f802624089cc17050587b5d5db.jpeg"", ""geo_enabled"": false, ""protected"": false, ""time_zone"": ""London"", ""profile_link_color"": ""0084B4"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/378800000416168854/5025b0d38817787ee8c61195960823bd_normal.png"", ""lang"": ""en"", ""statuses_count"": 267544, ""is_translator"": false, ""followers_count"": 2466, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 22], ""display_url"": ""newsyorkshire.co.uk"", ""expanded_url"": ""http://www.newsyorkshire.co.uk/"", ""url"": ""http://t.co/vJ1Ce2nbH9""}]}}, ""favourites_count"": 1, ""utc_offset"": 0, ""id_str"": ""1420398954"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://pbs.twimg.com/profile_background_images/378800000067549653/019775f802624089cc17050587b5d5db.jpeg"", ""profile_sidebar_border_color"": ""FFFFFF"", ""default_profile_image"": false, ""description"": ""News from around Yorkshire"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/1420398954/1378492939"", ""listed_count"": 106, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 1420398954, ""screen_name"": ""NewsYorkshire"", ""profile_background_color"": ""FFFFFF"", ""friends_count"": 130, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Location: Yorkshire"", ""profile_text_color"": ""333333"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/378800000416168854/5025b0d38817787ee8c61195960823bd_normal.png"", ""url"": ""http://t.co/vJ1Ce2nbH9"", ""profile_background_tile"": false, ""name"": ""News Yorkshire""}",2017-03-08 12:00:11,en,{'coordinates': {}}
"""Un kamikaze activ\u00f3 sus explosivos frente al hospital militar en Kabul. Atacantes entraron luego al edificio y sigue\u2026 https://t.co/5ENqMPicfw""","{""created_at"": ""2009-10-30 19:58:30"", ""profile_background_image_url"": ""http://pbs.twimg.com/profile_background_images/224733916/fondo_sucre.jpg"", ""geo_enabled"": true, ""protected"": false, ""time_zone"": ""Quito"", ""profile_link_color"": ""0084B4"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/748020924151115776/vZsAV9N5_normal.jpg"", ""lang"": ""es"", ""statuses_count"": 57931, ""is_translator"": false, ""followers_count"": 53148, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 23], ""display_url"": ""radiosucre.com.ec"", ""expanded_url"": ""http://www.radiosucre.com.ec"", ""url"": ""https://t.co/ASR9BLdeKo""}]}}, ""favourites_count"": 41, ""utc_offset"": -18000, ""id_str"": ""86374475"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://pbs.twimg.com/profile_background_images/224733916/fondo_sucre.jpg"", ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": ""Transmitiendo en VIVO 24 horas de Noticias, Deportes, M\u00fasica y entretenimiento. La Frecuencia Deportiva..!!\n\n Whatsapp: 0989155075\n Snapchat radio_sucre"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/86374475/1480769996"", ""listed_count"": 469, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 86374475, ""screen_name"": ""radio_sucre"", ""profile_background_color"": ""FFFFFF"", ""friends_count"": 637, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Guayaquil - Ecuador"", ""profile_text_color"": ""333333"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/748020924151115776/vZsAV9N5_normal.jpg"", ""url"": ""https://t.co/ASR9BLdeKo"", ""profile_background_tile"": false, ""name"": ""Radio Sucre 700 AM""}",2017-03-08 12:00:11,es,{'coordinates': {}}
"""Just posted a photo @ Hospital dos Servidores do Estado https://t.co/CJ0hc6lIY5""","{""created_at"": ""2016-10-05 04:31:15"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""geo_enabled"": true, ""protected"": false, ""profile_link_color"": ""1DA1F2"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/783601164390633472/mc_V1gG2_normal.jpg"", ""is_translation_enabled"": false, ""lang"": ""pt"", ""statuses_count"": 348, ""is_translator"": false, ""followers_count"": 26, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 795, ""id_str"": ""783494731649183744"", ""profile_use_background_image"": true, ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": ""Voc\u00ea \u00e9 mais FORTE do que pensa e ser\u00e1 mais feliz do que imagina... Nossas maiores conquistas v\u00eam da ora\u00e7\u00e3o. Deus efetua em voc\u00ea tanto o querer como o realizar!"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/783494731649183744/1475660049"", ""listed_count"": 1, ""has_extended_profile"": true, ""translator_type"": ""none"", ""id"": 7.83494731649184e+17, ""screen_name"": ""shirllanylopes"", ""profile_background_color"": ""F5F8FA"", ""friends_count"": 195, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Recife, Brasil"", ""profile_text_color"": ""333333"", ""default_profile"": true, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/783601164390633472/mc_V1gG2_normal.jpg"", ""profile_background_tile"": false, ""name"": ""Shirllany Lopes""}",2017-03-08 12:00:10,pt,"{'type': 'Point', 'coordinates': [-8.0474, -34.8962]}"
"""#tummy tuck charleston sc clear creek animal hospital""","{""created_at"": ""2012-06-20 20:56:45"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""geo_enabled"": false, ""protected"": false, ""profile_link_color"": ""1DA1F2"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/838350532867670016/mAgJxDNr_normal.jpg"", ""lang"": ""en"", ""statuses_count"": 5845, ""is_translator"": false, ""followers_count"": 32, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 0, ""id_str"": ""613669151"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": """", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/613669151/1488713322"", ""listed_count"": 1, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 613669151, ""screen_name"": ""DovieMarie1"", ""profile_background_color"": ""C0DEED"", ""friends_count"": 0, ""contributors_enabled"": false, ""verified"": false, ""location"": """", ""profile_text_color"": ""333333"", ""default_profile"": true, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/838350532867670016/mAgJxDNr_normal.jpg"", ""profile_background_tile"": false, ""name"": ""Brenda Carter""}",2017-03-08 12:00:10,en,{'coordinates': {}}
"""#pediatric hospital educator us open tennis times on tv""","{""created_at"": ""2012-06-27 07:51:50"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""geo_enabled"": true, ""protected"": false, ""profile_link_color"": ""1DA1F2"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/838350140272488449/XGVaus_V_normal.jpg"", ""lang"": ""en"", ""statuses_count"": 5266, ""is_translator"": false, ""followers_count"": 43, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 0, ""id_str"": ""619797060"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": """", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/619797060/1488713228"", ""listed_count"": 3, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 619797060, ""screen_name"": ""RagsAce"", ""profile_background_color"": ""C0DEED"", ""friends_count"": 6, ""contributors_enabled"": false, ""verified"": false, ""location"": """", ""profile_text_color"": ""333333"", ""default_profile"": true, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/838350140272488449/XGVaus_V_normal.jpg"", ""profile_background_tile"": false, ""name"": ""Diana Murphy""}",2017-03-08 12:00:10,en,{'coordinates': {}}
"""@macabia \""eu particularmente acho preven\u00e7\u00e3o uma merda s\u00f3 t\u00f4 aqui pelo atestado mesmo foda-se a sa\u00fade\""""","{""created_at"": ""2015-06-16 22:39:56"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""geo_enabled"": false, ""protected"": false, ""profile_link_color"": ""1DA1F2"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/838923037919567872/b4RIsQ7R_normal.jpg"", ""lang"": ""pt"", ""statuses_count"": 8911, ""is_translator"": false, ""followers_count"": 993, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": {}}}, ""favourites_count"": 12415, ""id_str"": ""3247183772"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": ""Personalidade da Internet e s\u00f3sia certificada da Presidenta Bilba"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/3247183772/1484755262"", ""listed_count"": 7, ""has_extended_profile"": true, ""translator_type"": ""none"", ""id"": 3247183772, ""screen_name"": ""emesaldTM"", ""profile_background_color"": ""C0DEED"", ""friends_count"": 289, ""contributors_enabled"": false, ""verified"": false, ""location"": """", ""profile_text_color"": ""333333"", ""default_profile"": true, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/838923037919567872/b4RIsQ7R_normal.jpg"", ""profile_background_tile"": false, ""name"": ""Sald\u2122""}",2017-03-08 12:00:09,pt,{'coordinates': {}}
"""20% de descuento en sesiones de radiofrecuencia facial, consulta todas nuestras promociones aqui: https://t.co/Nx0nO53RJ4""","{""created_at"": ""2016-05-25 02:50:55"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""geo_enabled"": true, ""protected"": false, ""profile_link_color"": ""1DA1F2"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/735285610185916416/TIMPrG3J_normal.jpg"", ""is_translation_enabled"": false, ""lang"": ""es"", ""statuses_count"": 485, ""is_translator"": false, ""followers_count"": 189, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 23], ""display_url"": ""Cimesvzla.blogspot.com"", ""expanded_url"": ""http://Cimesvzla.blogspot.com"", ""url"": ""https://t.co/oNSxFTzhY9""}]}}, ""favourites_count"": 48, ""id_str"": ""735271897282281472"", ""profile_use_background_image"": true, ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": ""\u00a1T\u00fa Bienestar en Manos Profesionales!\n- Cirug\u00eda Pl\u00e1stica\n- Medicina Antiage\n- Spa\nEl Para\u00edso, Ccs-Vzla\nTelf. 0212.443.10.05\nWhatsapp 0412.319.35.75"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/735271897282281472/1464141311"", ""listed_count"": 4, ""has_extended_profile"": true, ""translator_type"": ""none"", ""id"": 7.35271897282281e+17, ""screen_name"": ""CIMESVzla"", ""profile_background_color"": ""F5F8FA"", ""friends_count"": 40, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Caracas, Venezuela"", ""profile_text_color"": ""333333"", ""default_profile"": true, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/735285610185916416/TIMPrG3J_normal.jpg"", ""name"": ""CIMES Centro M\u00e9dico"", ""profile_background_tile"": false, ""url"": ""https://t.co/oNSxFTzhY9""}",2017-03-08 12:00:09,es,{'coordinates': {}}
"""Kabul hospital: Explosion, gunfire reported in Afghan capital - https://t.co/oAiDR9iTGJ""","{""created_at"": ""2010-04-14 21:37:58"", ""profile_background_image_url"": ""http://pbs.twimg.com/profile_background_images/387476365/nd1.png"", ""geo_enabled"": false, ""protected"": false, ""time_zone"": ""Sydney"", ""profile_link_color"": ""0084B4"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""is_translation_enabled"": false, ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/823485261/news_dingo_48_normal.gif"", ""lang"": ""en"", ""statuses_count"": 2425, ""is_translator"": false, ""followers_count"": 18, ""entities"": {""description"": {""urls"": []}, ""url"": {""urls"": [{""indices"": [0, 22], ""display_url"": ""newsdingo.com"", ""expanded_url"": ""http://www.newsdingo.com"", ""url"": ""http://t.co/5Tbw79iWIa""}]}}, ""favourites_count"": 0, ""utc_offset"": 39600, ""id_str"": ""133008763"", ""profile_use_background_image"": true, ""profile_background_image_url_https"": ""https://pbs.twimg.com/profile_background_images/387476365/nd1.png"", ""profile_sidebar_border_color"": ""C0DEED"", ""default_profile_image"": false, ""description"": ""News Dingo is the first truly global news aggregation service. News, news and more news."", ""listed_count"": 0, ""has_extended_profile"": false, ""translator_type"": ""none"", ""id"": 133008763, ""screen_name"": ""NewsDingo"", ""profile_background_color"": ""C0DEED"", ""friends_count"": 54, ""contributors_enabled"": false, ""verified"": false, ""location"": ""Wherever news breaks (Global)"", ""profile_text_color"": ""333333"", ""default_profile"": false, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/823485261/news_dingo_48_normal.gif"", ""url"": ""http://t.co/5Tbw79iWIa"", ""profile_background_tile"": true, ""name"": ""News Dingo""}",2017-03-08 12:00:08,en,{'coordinates': {}}
